Feature 1,Feature 2,Absolute Pearson Correlation
Bwd Packet Length Mean,Bwd IAT Max,0.19114339262800797
Bwd IAT Max,Avg Bwd Segment Size,0.19114339262800797
Fwd Packet Length Max,Idle Max,0.1895039472973757
Fwd Packet Length Std,Idle Std,0.18862992073205928
Bwd Packet Length Min,Packet Length Mean,0.18824510873760095
Bwd Packet Length Min,Flow IAT Max,0.18612854977411747
Bwd Packet Length Min,Packet Length Variance,0.18611866420301182
Fwd Packet Length Mean,Subflow Fwd Bytes,0.1852771627517845
Avg Fwd Segment Size,Subflow Fwd Bytes,0.1852771627517845
Total Length of Fwd Packets,Fwd Packet Length Mean,0.18503380796534374
Total Length of Fwd Packets,Avg Fwd Segment Size,0.18503380796534374
Bwd IAT Total,Average Packet Size,0.18493849689575387
Flow Duration,Active Mean,0.1845916177300406
Min Packet Length,Average Packet Size,0.1844294036554155
Bwd Packet Length Min,Fwd IAT Max,0.1830941854528034
Flow IAT Max,Min Packet Length,0.18033903993799952
Fwd IAT Total,Active Mean,0.17973714643938513
Bwd Packet Length Mean,URG Flag Count,0.17962125669556414
URG Flag Count,Avg Bwd Segment Size,0.17962125669556414
Fwd IAT Mean,FIN Flag Count,0.17863346380507766
Fwd IAT Total,Down/Up Ratio,0.1779176280158024
Flow Duration,PSH Flag Count,0.17748134297076423
Fwd IAT Max,Min Packet Length,0.17718137317587804
Fwd Packet Length Mean,Idle Std,0.17684033820097259
Avg Fwd Segment Size,Idle Std,0.17684033820097259
Bwd Packet Length Min,Idle Max,0.17631409873823609
Down/Up Ratio,Init_Win_bytes_forward,0.17623048355678103
Fwd IAT Mean,Packet Length Mean,0.1761602725682913
Bwd IAT Total,Min Packet Length,0.17590093891717026
Fwd Packet Length Max,Idle Std,0.17524220552188013
Destination Port,Average Packet Size,0.17462300224276125
Bwd Packet Length Std,Idle Std,0.1743878479772889
Packet Length Variance,FIN Flag Count,0.17400773608478118
Min Packet Length,Idle Max,0.17394784503567653
Fwd Packet Length Std,Idle Mean,0.17387992546058453
Destination Port,Flow Duration,0.17387808657549386
Destination Port,Packet Length Mean,0.17327658282806138
Destination Port,Fwd IAT Total,0.17301709360721207
Bwd Packet Length Min,Idle Mean,0.17297563528812246
Bwd Packet Length Min,Avg Bwd Segment Size,0.17229353977988843
Bwd Packet Length Min,Bwd Packet Length Mean,0.17229353977988843
Flow Bytes/s,Fwd PSH Flags,0.17199806854398697
Flow Bytes/s,SYN Flag Count,0.17199806854398697
Fwd IAT Mean,Average Packet Size,0.1719583455548626
Flow IAT Mean,Packet Length Mean,0.17135513607393466
Fwd Packet Length Max,Idle Mean,0.17096424709425806
ACK Flag Count,Down/Up Ratio,0.17072933435433865
Bwd Packet Length Min,Bwd IAT Total,0.17035311252508725
Min Packet Length,Idle Mean,0.1695157975790834
Min Packet Length,URG Flag Count,0.16946655648444656
Fwd Packet Length Mean,Bwd IAT Total,0.16871126038208303
Bwd IAT Total,Avg Fwd Segment Size,0.168711260382083
Fwd IAT Total,PSH Flag Count,0.16860768033374798
Packet Length Variance,Idle Std,0.16812482860978328
Bwd IAT Max,Packet Length Variance,0.16810294172429405
Fwd Packet Length Std,Min Packet Length,0.16732093058510694
Bwd IAT Max,Idle Std,0.16726942024693228
Fwd IAT Std,ACK Flag Count,0.16694266021298967
URG Flag Count,Average Packet Size,0.16686213152993692
Bwd Packet Length Max,Idle Std,0.16669437289042788
Flow IAT Mean,Average Packet Size,0.1665041209354909
Avg Bwd Segment Size,Idle Std,0.16649372760799908
Bwd Packet Length Mean,Idle Std,0.16649372760799908
Fwd Packets/s,Down/Up Ratio,0.1659874374524512
Bwd Packet Length Min,Idle Min,0.16548205961659426
Flow Duration,Down/Up Ratio,0.16538590631279904
PSH Flag Count,Active Max,0.1641167938897867
Packet Length Mean,URG Flag Count,0.1631878596641296
Fwd IAT Std,Avg Fwd Segment Size,0.16303510415601952
Fwd Packet Length Mean,Fwd IAT Std,0.1630351041560195
Fwd IAT Max,ACK Flag Count,0.16223316493098514
Bwd Packet Length Min,Average Packet Size,0.1619506526605438
Flow IAT Max,ACK Flag Count,0.16134567217003193
Min Packet Length,Idle Min,0.16089869883715366
ACK Flag Count,Idle Max,0.16086325294098758
Bwd Packet Length Max,URG Flag Count,0.1605781302940437
Fwd Packet Length Std,Subflow Fwd Bytes,0.15901413831172068
Bwd IAT Total,ACK Flag Count,0.1589839879113943
Bwd IAT Std,Idle Std,0.15892402113994822
Total Length of Fwd Packets,Fwd Packet Length Std,0.1587998735155323
Packet Length Variance,PSH Flag Count,0.15649686238848598
Fwd Packet Length Max,Init_Win_bytes_forward,0.15646033706353588
Fwd Packet Length Std,Flow IAT Std,0.1543263600160247
Min Packet Length,Init_Win_bytes_backward,0.1539472137174972
Bwd Packet Length Std,Bwd IAT Total,0.15286141419549878
Fwd Packet Length Std,Bwd Packet Length Min,0.15266307402783028
ACK Flag Count,Idle Mean,0.1520703348364492
Packet Length Mean,Idle Std,0.1514179450105112
Bwd Packets/s,URG Flag Count,0.1508544029367383
Flow IAT Mean,Packet Length Variance,0.15079579942286592
SYN Flag Count,Down/Up Ratio,0.1506181633106703
Fwd PSH Flags,Down/Up Ratio,0.1506181633106703
SYN Flag Count,PSH Flag Count,0.14858294119221377
Fwd PSH Flags,PSH Flag Count,0.14858294119221377
Fwd Packet Length Std,Idle Min,0.14843669959098568
Fwd Packet Length Max,Idle Min,0.14685153438253262
ACK Flag Count,Init_Win_bytes_forward,0.14666829200808804
Flow IAT Mean,FIN Flag Count,0.14657561753327453
Fwd Packet Length Max,Flow IAT Std,0.14651888461605508
Fwd Packet Length Min,Init_Win_bytes_forward,0.14651670034138503
Idle Mean,Idle Std,0.14646000421020455
Bwd Packet Length Mean,Bwd IAT Total,0.146203889969507
Bwd IAT Total,Avg Bwd Segment Size,0.14620388996950698
Average Packet Size,Idle Std,0.14610766179628448
Fwd Packet Length Max,Min Packet Length,0.14542944722676743
Destination Port,Max Packet Length,0.14542505475373085
Bwd Packet Length Min,Flow IAT Std,0.14493931948477404
Fwd Packet Length Mean,Fwd IAT Max,0.14478474068235095
Fwd IAT Max,Avg Fwd Segment Size,0.14478474068235095
Fwd IAT Mean,Packet Length Variance,0.1446994905007029
Destination Port,Bwd Packets/s,0.14469341440969233
Bwd Packet Length Min,Init_Win_bytes_backward,0.14427499606935704
Bwd Packet Length Std,URG Flag Count,0.14362218940898722
Bwd IAT Total,Active Mean,0.1425871005121564
Fwd Packet Length Max,Bwd Packet Length Min,0.14189843482735473
Fwd Packets/s,Bwd Packets/s,0.1417279355566091
Destination Port,Packet Length Std,0.14143668021752046
Flow IAT Max,Avg Fwd Segment Size,0.14129217599637317
Fwd Packet Length Mean,Flow IAT Max,0.14129217599637317
Flow IAT Mean,Idle Std,0.1402887235110549
Bwd IAT Std,Min Packet Length,0.14026903487580422
ACK Flag Count,Idle Min,0.14020088167825437
Fwd Packet Length Mean,Idle Max,0.14012805391972907
Avg Fwd Segment Size,Idle Max,0.14012805391972907
Flow Packets/s,Down/Up Ratio,0.13951929043522932
Bwd IAT Total,Init_Win_bytes_forward,0.13908276969675662
Fwd Packet Length Max,Active Max,0.13844672257577867
Destination Port,Avg Fwd Segment Size,0.1368550329413118
Destination Port,Fwd Packet Length Mean,0.1368550329413118
Bwd IAT Mean,FIN Flag Count,0.13601956659633674
Fwd IAT Std,Down/Up Ratio,0.13553931408405878
Destination Port,Init_Win_bytes_forward,0.1350560371288382
Fwd IAT Max,Down/Up Ratio,0.13378961595709804
Destination Port,Flow IAT Std,0.13354363573676942
Flow Duration,Fwd Packet Length Mean,0.13349101140140696
Flow Duration,Avg Fwd Segment Size,0.13349101140140696
Fwd Packet Length Min,Bwd Packet Length Std,0.13327061672330845
Fwd Packet Length Min,Bwd Packet Length Max,0.13266927765809935
Destination Port,Flow IAT Max,0.13252723854273693
Bwd Packet Length Min,Bwd IAT Std,0.1313321998504183
Destination Port,Fwd IAT Max,0.13122523500493727
Packet Length Mean,Init_Win_bytes_forward,0.13109793346841753
Destination Port,Idle Min,0.13104962518695212
Fwd Packet Length Std,Init_Win_bytes_forward,0.13089678917030148
Fwd IAT Total,Avg Fwd Segment Size,0.1300516759279799
Fwd Packet Length Mean,Fwd IAT Total,0.1300516759279799
PSH Flag Count,Active Std,0.1296618209866149
Destination Port,Idle Mean,0.12954711777709818
Active Mean,Idle Max,0.12796129329296765
Flow IAT Std,Min Packet Length,0.12764132712580775
Packet Length Std,URG Flag Count,0.12720568452423037
Subflow Fwd Bytes,Active Max,0.12582974099984107
Total Length of Fwd Packets,Active Max,0.1256932723977158
Flow IAT Max,Active Mean,0.1252667145609702
Destination Port,Idle Max,0.12524364534248894
Max Packet Length,URG Flag Count,0.12457800198979163
Flow Packets/s,Avg Bwd Segment Size,0.12389619684563019
Bwd Packet Length Mean,Flow Packets/s,0.12389619684563019
Bwd Packet Length Min,Flow Packets/s,0.12316341750495878
Flow IAT Std,ACK Flag Count,0.12254619757430484
Destination Port,Fwd Packet Length Std,0.12248848572323189
Fwd IAT Max,Active Mean,0.12239569354243589
Fwd IAT Mean,Idle Std,0.12236809917187355
Destination Port,Bwd IAT Total,0.1213627443719391
Fwd Packet Length Max,Active Mean,0.12030483487350666
Fwd IAT Total,URG Flag Count,0.11983968609399212
FIN Flag Count,PSH Flag Count,0.11979334207606647
Avg Fwd Segment Size,Idle Mean,0.11945298145409915
Fwd Packet Length Mean,Idle Mean,0.11945298145409915
Flow IAT Max,Down/Up Ratio,0.11929388526340037
Active Min,Idle Max,0.11895484285693449
Fwd Packet Length Min,Fwd IAT Total,0.1188651349574573
Bwd Packet Length Min,Fwd Packets/s,0.1185742173451518
PSH Flag Count,Active Mean,0.11845680638298667
Flow Duration,URG Flag Count,0.11835147615332241
Bwd IAT Max,Active Mean,0.11712307741790191
Flow Duration,Active Min,0.1169029523076927
Flow IAT Max,Active Min,0.11671682000676545
Active Mean,Idle Mean,0.11536787878420003
Fwd Packet Length Min,Max Packet Length,0.11515424704309647
Flow Duration,Fwd Packet Length Min,0.11504800523196704
Destination Port,Flow IAT Mean,0.1149063276317126
Active Min,Idle Mean,0.1144352781747231
Bwd IAT Max,Active Max,0.11389281915364476
Average Packet Size,Init_Win_bytes_forward,0.1138609729134876
Fwd IAT Max,Active Min,0.11384858423810518
Min Packet Length,FIN Flag Count,0.11374897516420013
Fwd Packet Length Min,Avg Bwd Segment Size,0.11362156523815437
Fwd Packet Length Min,Bwd Packet Length Mean,0.11362156523815437
Bwd IAT Total,Idle Std,0.11362114781880317
Flow Packets/s,Packet Length Mean,0.11360610508454666
Bwd Packet Length Mean,Fwd Packets/s,0.11323367816509923
Fwd Packets/s,Avg Bwd Segment Size,0.11323367816509923
Fwd IAT Total,Active Min,0.11290302672220066
Destination Port,Fwd IAT Std,0.11250567133261527
Flow Packets/s,Max Packet Length,0.11149833620975161
Bwd Packet Length Max,Flow Packets/s,0.11137521282918114
Flow IAT Std,Avg Fwd Segment Size,0.1112691691211179
Fwd Packet Length Mean,Flow IAT Std,0.1112691691211179
Fwd Packet Length Std,Active Max,0.1112483290097155
Max Packet Length,Init_Win_bytes_forward,0.1108019241126538
Fwd PSH Flags,Avg Bwd Segment Size,0.11051980360495459
SYN Flag Count,Avg Bwd Segment Size,0.11051980360495459
Bwd Packet Length Mean,SYN Flag Count,0.11051980360495457
Bwd Packet Length Mean,Fwd PSH Flags,0.11051980360495457
Flow Duration,Flow Packets/s,0.1105086828337662
Fwd IAT Min,Min Packet Length,0.10959469473022641
Active Min,Idle Min,0.10924446942245003
Bwd Packet Length Max,Init_Win_bytes_forward,0.10900620777708209
Down/Up Ratio,Idle Max,0.10868617708476479
Flow Packets/s,Fwd IAT Total,0.10844656174139551
Destination Port,Fwd IAT Mean,0.10823027607277858
Flow Packets/s,Average Packet Size,0.10819592286187063
Flow Packets/s,Packet Length Std,0.1072702803195264
ACK Flag Count,Init_Win_bytes_backward,0.10640328616901523
Fwd Packet Length Min,ACK Flag Count,0.10611376311240284
Fwd Packet Length Min,Fwd IAT Std,0.10584882742729085
Active Mean,Idle Min,0.10513225476195272
Packet Length Std,Init_Win_bytes_forward,0.10395339391582016
Bwd IAT Max,ACK Flag Count,0.10367551283388363
Bwd IAT Max,Active Std,0.10355105425548441
Down/Up Ratio,Idle Mean,0.10341053958864171
Bwd IAT Min,Min Packet Length,0.10320152605853972
Fwd Packet Length Std,Active Mean,0.10290415618873025
Subflow Fwd Bytes,Active Std,0.10281452684463373
Total Length of Fwd Packets,Active Std,0.10271288285399172
Fwd Packet Length Max,Active Min,0.10265302545731506
Fwd Packets/s,PSH Flag Count,0.10246175098459195
Fwd Packet Length Min,Packet Length Std,0.1023938122664936
ACK Flag Count,Idle Std,0.10197190648932017
Flow Packets/s,Min Packet Length,0.10182436858155282
PSH Flag Count,Init_Win_bytes_backward,0.1017076671149631
Bwd Packet Length Min,FIN Flag Count,0.10136254003934791
Bwd Packet Length Max,Fwd Packets/s,0.1013293834200287
Avg Bwd Segment Size,Init_Win_bytes_forward,0.10116867384203701
Bwd Packet Length Mean,Init_Win_bytes_forward,0.10116867384203701
Bwd Packet Length Max,SYN Flag Count,0.10111415978345832
Bwd Packet Length Max,Fwd PSH Flags,0.10111415978345832
Fwd Packets/s,Packet Length Mean,0.10091430237054183
Bwd Packets/s,Down/Up Ratio,0.10080843711471463
Fwd Packets/s,Max Packet Length,0.10071500079942733
Subflow Fwd Bytes,Active Mean,0.1004815653055518
Total Length of Fwd Packets,Active Mean,0.1003587559883107
Flow Duration,Fwd Packets/s,0.10023054822535965
Bwd Packet Length Std,Flow Packets/s,0.10010631942822948
Flow Packets/s,PSH Flag Count,0.09904666174435219
Min Packet Length,SYN Flag Count,0.09873553794906285
Fwd PSH Flags,Min Packet Length,0.09873553794906281
Bwd Packet Length Min,Bwd IAT Max,0.09855681704247678
Fwd IAT Total,Fwd Packets/s,0.09836010082244669
URG Flag Count,Idle Min,0.09675115057569653
Active Max,Idle Max,0.09669861502641489
Fwd Packets/s,Packet Length Std,0.09639223208994697
Fwd Packet Length Min,SYN Flag Count,0.09626581015503814
Fwd Packet Length Min,Fwd PSH Flags,0.09626581015503814
Fwd Packets/s,Min Packet Length,0.09622155522332344
Flow IAT Max,Flow IAT Min,0.09604885592928204
Flow IAT Min,Fwd IAT Max,0.09593049640238921
Down/Up Ratio,Idle Min,0.09572106805593879
Avg Fwd Segment Size,Idle Min,0.09557877367019119
Fwd Packet Length Mean,Idle Min,0.09557877367019119
Init_Win_bytes_forward,Active Max,0.09537979171407003
Fwd Packets/s,Average Packet Size,0.09501903698298066
Flow IAT Mean,ACK Flag Count,0.09496402707229944
Min Packet Length,Active Max,0.09494955370539154
Bwd IAT Std,Active Max,0.09485484837999376
Bwd Packets/s,Average Packet Size,0.09467983293104519
Flow IAT Std,Down/Up Ratio,0.09453301753167744
Flow IAT Std,URG Flag Count,0.09430052013162513
Flow Packets/s,Flow IAT Max,0.09407376661465951
PSH Flag Count,Down/Up Ratio,0.09353523540461413
Bwd Packets/s,Packet Length Mean,0.09353045543407387
Flow IAT Max,Active Max,0.09348716711576024
Bwd Packet Length Min,Flow IAT Mean,0.09339178556257859
URG Flag Count,Idle Mean,0.09305812073866702
FIN Flag Count,ACK Flag Count,0.09292641147271218
Bwd Packet Length Std,Fwd PSH Flags,0.09285375040102205
Bwd Packet Length Std,SYN Flag Count,0.09285375040102205
Bwd IAT Std,ACK Flag Count,0.09275997499511174
Flow Duration,Init_Win_bytes_forward,0.0926810632533835
Bwd Packet Length Min,Fwd PSH Flags,0.0924505485819424
Bwd Packet Length Min,SYN Flag Count,0.0924505485819424
Bwd IAT Std,Active Std,0.09237265243407031
Flow Packets/s,Fwd IAT Max,0.09235057135178051
Init_Win_bytes_forward,Init_Win_bytes_backward,0.0923477514563022
Fwd IAT Max,Active Max,0.09184112270394695
Max Packet Length,Active Mean,0.09182178943644678
Fwd Packet Length Std,Active Min,0.09131533933682158
FIN Flag Count,Init_Win_bytes_forward,0.09103193618949228
Flow Packets/s,Flow IAT Std,0.09093867052483434
Bwd Packet Length Std,Fwd Packets/s,0.09087482923269803
Packet Length Mean,Active Max,0.09070685563736312
Fwd Packet Length Mean,PSH Flag Count,0.09059923564617234
PSH Flag Count,Avg Fwd Segment Size,0.09059923564617232
Fwd IAT Std,Active Mean,0.09057431528804842
Destination Port,Fwd Packet Length Max,0.09038462947060977
Avg Fwd Segment Size,Active Mean,0.09035555847546538
Fwd Packet Length Mean,Active Mean,0.09035555847546538
Avg Fwd Segment Size,Active Max,0.09033179590593741
Fwd Packet Length Mean,Active Max,0.09033179590593741
Max Packet Length,Active Min,0.09003711079466169
Fwd Packet Length Min,Fwd IAT Max,0.08943464632817778
Flow Packets/s,Idle Max,0.089412111659549
PSH Flag Count,Idle Max,0.08921106139142838
Bwd Packets/s,ACK Flag Count,0.08918544689782718
Fwd IAT Std,Active Min,0.08912370021785707
PSH Flag Count,Idle Mean,0.08904343260516498
Bwd Packet Length Std,Init_Win_bytes_forward,0.08859757811542673
PSH Flag Count,Active Min,0.08856417997584137
Max Packet Length,Active Max,0.08853138246387365
Fwd Packet Length Min,Packet Length Variance,0.08851098479321182
Bwd Packet Length Min,Active Max,0.08846156872681205
PSH Flag Count,Idle Min,0.0882567266994729
Flow Packets/s,Idle Mean,0.0881529082830067
Flow IAT Mean,Down/Up Ratio,0.08811691196217501
Fwd Packet Length Max,Active Std,0.0878585641435583
URG Flag Count,Idle Max,0.08744372474603637
Fwd IAT Total,Init_Win_bytes_forward,0.0873967945621267
Bwd IAT Total,URG Flag Count,0.08715616943378378
Flow IAT Std,PSH Flag Count,0.08708616992905358
ACK Flag Count,Average Packet Size,0.08656204510102573
Bwd IAT Std,Active Mean,0.08648149663676903
Flow Bytes/s,Avg Fwd Segment Size,0.0864587878182693
Fwd Packet Length Mean,Flow Bytes/s,0.0864587878182693
Flow Packets/s,Bwd IAT Total,0.08621447369232534
Bwd Packet Length Mean,Bwd Packets/s,0.08565400809754153
Bwd Packets/s,Avg Bwd Segment Size,0.08565400809754153
Bwd IAT Max,Min Packet Length,0.08563693386091359
URG Flag Count,Init_Win_bytes_forward,0.08547349706989683
Flow IAT Max,Fwd Packets/s,0.08532364042202491
Packet Length Mean,Active Mean,0.08491212510040913
Flow Packets/s,Idle Min,0.0848616587471811
Flow Packets/s,Fwd IAT Std,0.08485252110445263
Bwd IAT Max,Active Min,0.08474880078893238
Max Packet Length,SYN Flag Count,0.08426195045071384
Fwd PSH Flags,Max Packet Length,0.08426195045071384
Fwd IAT Max,Fwd Packets/s,0.08376057286334697
Average Packet Size,Init_Win_bytes_backward,0.0836592005815183
Fwd Packet Length Max,Bwd Packet Length Max,0.08362723293852047
Fwd IAT Max,URG Flag Count,0.08361723730912163
Fwd Packet Length Std,Fwd IAT Mean,0.0832687795647026
Flow IAT Std,Active Mean,0.08322542773222144
Bwd Packets/s,Max Packet Length,0.08315555714093392
Flow IAT Min,SYN Flag Count,0.0830749068565524
Flow IAT Min,Fwd PSH Flags,0.0830749068565524
Active Max,Idle Mean,0.0827263063018999
Fwd Packet Length Min,Flow IAT Max,0.08271429746466148
Flow Bytes/s,Average Packet Size,0.08259505143050123
Bwd Packets/s,Packet Length Std,0.08259048709033807
Flow IAT Std,Active Min,0.08254899292735236
Flow IAT Std,Fwd Packets/s,0.0824799935622885
Flow IAT Max,URG Flag Count,0.08235390805218201
Packet Length Mean,Subflow Fwd Bytes,0.08132626611723323
Total Length of Fwd Packets,Packet Length Mean,0.08121869528953594
Fwd Packets/s,Idle Max,0.0810953750082678
Fwd IAT Mean,PSH Flag Count,0.08055507990100559
Fwd Packet Length Min,Bwd IAT Total,0.08045146763427226
Flow Duration,Bwd Packets/s,0.08029463888419398
Fwd Packet Length Min,Idle Max,0.08020379731058132
Active Std,Idle Std,0.0800330412351396
Flow IAT Min,URG Flag Count,0.07996779332397083
